Node,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127,Dimension_128
3,-0.01133612,0.008631854,0.029756293,0.010981785,-0.024329886,-0.05058584,0.05468455,0.043704048,-0.016975887,0.026880743,0.071855254,0.033830352,-0.011494046,0.018683871,-0.032755796,0.0054243593,0.012348118,0.03021856,-0.021188468,-0.017341822,0.05434773,0.032581143,0.038780175,-0.023543257,0.025242444,-0.023694001,-0.026481332,0.043286517,0.0010264956,-0.010351065,-0.040677488,-0.00031895415,0.03135686,-0.017075872,-0.03242914,-0.0068133706,0.061764285,-0.01663377,0.041490696,-0.019597793,0.0007650326,0.037553176,-0.021205075,-0.057420418,-0.00562867,0.040108845,-0.030142859,0.011022645,0.009742732,0.01600071,-0.0081972545,0.023278922,-0.025631461,-0.005176288,0.06735915,-0.022136135,0.02942346,-0.045631498,0.008422211,0.0010160921,0.023775652,-0.025342368,-0.032096315,-0.014903555,0.004830437,-0.01841472,0.0130069535,0.050862804,-0.019405622,0.007733851,0.008608154,0.052036088,8.8554756e-05,-0.02343805,-0.0014866609,-0.011272625,0.030099522,0.012192414,-0.009841194,-0.0021072405,-0.0029986016,0.012404659,-0.016881727,0.040870797,0.0138416495,0.021952793,0.058200296,-0.04098812,0.021372542,0.05886551,-0.010381586,-0.01945073,-0.014873253,-0.018570354,0.034699813,-0.0052669216,-0.03385989,-0.06272776,0.01120548,0.03715438,-0.044044226,0.04759024,0.04765036,-0.010635829,0.0069918083,-0.016591653,-0.0007047631,0.014460949,-0.00052727887,-0.027501337,0.0005121395,-0.012265163,-0.041429866,0.0061830143,0.023940606,0.034904223,0.032325625,0.06439722,-0.015243712,-0.021332944,-0.016932553,-0.0016647519,0.019830404,-0.037400674,-0.00839745,0.0041191992,-0.032054517,0.0058544353
2,-0.009831392,0.012478875,0.028834764,-0.0003186434,-0.014083043,-0.039576434,0.04131361,0.030806623,-0.003924358,0.027683511,0.05892897,0.0346572,0.00086868,0.004332791,-0.030477032,0.0046809968,0.0049902275,0.02939674,-0.006288264,-0.009617363,0.03849426,0.023531398,0.03281779,-0.02674651,0.015543809,-0.0129124485,-0.020277437,0.0372241,0.012817995,0.00018136874,-0.027388537,0.0072560525,0.010928262,-0.0061774175,-0.027407978,-0.008765709,0.045570906,-0.004584367,0.038239777,-0.017554406,0.0122484,0.031703975,-0.014843929,-0.04888288,0.0007380605,0.03622828,-0.019462451,-0.0027346208,-0.0016731246,0.005038253,0.0026879164,0.011865017,-0.025686067,-0.00082759594,0.05074046,-0.020214211,0.020910634,-0.03272384,0.008165434,-0.013035838,0.021128941,-0.023539044,-0.021021431,-0.008714378,0.0064013894,-0.022280253,0.007756587,0.03783196,-0.008317639,0.0024815686,-0.0049752863,0.038955476,0.0008951362,-0.010113245,-0.0095530115,-0.0100180125,0.025807496,0.016269669,-0.009394805,0.0052927453,-0.00938983,0.013531363,-0.019671077,0.024239136,0.021795964,0.016347658,0.04745967,-0.033890747,0.022351481,0.049812336,-0.016337974,-0.01939431,-0.01938716,-0.018498156,0.01773034,-0.014316434,-0.013653771,-0.047966324,0.015632903,0.029455697,-0.03466958,0.037504885,0.038148675,-0.017689748,-0.0053012455,-0.011575663,-0.0089487,0.006341541,0.0006867869,-0.01451497,0.0019074061,-0.0057479665,-0.033376154,0.002594851,0.0154666025,0.028732948,0.02444404,0.04868507,-0.008217326,-0.01820725,-0.017903699,0.000116840216,0.011930505,-0.0254883,-0.016208299,-0.0054993276,-0.029881744,-0.0032498902
1,-0.014676948,0.0058515025,0.024228841,0.00097473315,-0.015944023,-0.056745797,0.066653706,0.04475008,-0.022307808,0.044367492,0.08538829,0.046723805,-0.015895074,0.02152485,-0.030352749,0.01308661,0.015982207,0.03667773,-0.020323422,-0.003648392,0.06663559,0.037417,0.036820542,-0.02856405,0.025068158,-0.032932013,-0.038314354,0.045575466,0.009461634,-0.014048451,-0.045596395,-0.0065360907,0.036115337,-0.013214076,-0.040492866,-0.0007835619,0.074277624,-0.01803532,0.056670345,-0.013577223,0.015550595,0.040218864,-0.009001021,-0.07053047,-0.014516749,0.056633595,-0.02865804,0.0021297843,0.01125555,0.006340685,0.0005877273,0.029963568,-0.02063433,-0.014088128,0.08069522,-0.017527709,0.03436622,-0.053591333,0.021394836,-0.009681222,0.038058832,-0.035417657,-0.041867733,-0.0038859241,0.008730758,-0.026210507,0.02532957,0.06406884,-0.02973979,0.009426035,0.010955036,0.05743516,0.0034061384,-0.018671595,-0.0052179876,-0.0175311,0.02178849,0.013189209,-0.005409733,0.014167587,0.0061199116,0.006301634,-0.034045756,0.051079717,0.02501471,0.029172683,0.06915442,-0.046672996,0.035213683,0.06597145,-0.011066357,-0.025469532,-0.023853116,-0.024444316,0.036115717,-0.010910481,-0.040861595,-0.07685498,0.0065256306,0.03783254,-0.042103842,0.061891716,0.05684857,-0.0220824,0.0015271958,-0.0090864105,0.005497224,0.0103354,0.006181552,-0.032306362,0.00022130858,0.0011009749,-0.0460174,-0.0086062,0.03070884,0.03074928,0.03068918,0.07867233,-0.016637081,-0.02926565,-0.027339948,0.008956197,0.010120009,-0.032969505,-0.02131815,0.007995953,-0.029121477,0.005291575
