Node,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127,Dimension_128
11,-0.051584102,0.004485461,0.113947496,-0.07579803,-0.034965225,-0.11419305,-0.057098318,0.050157454,0.036138333,0.056335885,0.32880208,0.0491258,-0.10106948,-0.0010913083,-0.108936764,-0.031415578,-0.08584444,0.12054776,-0.105918325,0.15487045,0.10909606,-0.0065510753,0.0860799,-0.0017649974,-0.14495143,0.14005484,-0.23700546,-0.04991921,-0.06828982,0.014055313,-0.21731175,0.030329846,-0.047879174,-0.0029415423,0.10784648,0.0554137,0.2505298,0.06592697,0.21444725,-0.056770362,-0.1019202,0.23850694,-0.049949158,-0.15925066,0.069274016,-0.014215937,-0.042993277,-0.04776741,-0.020283764,0.041935895,0.16082127,0.008899939,0.07129991,0.03450347,0.19032721,0.114916585,0.18611349,-0.07518513,-0.0150287505,-0.004884859,-0.016701082,-0.15275088,-0.046216685,-0.022792516,0.052554045,0.05729511,0.21100327,0.117843784,-0.0019802577,0.0018074742,-0.0072581037,0.007911567,-0.0066229515,-0.105421945,-0.07877136,0.017502388,0.17200842,0.120423354,-0.026952304,0.13038182,-0.04580504,-0.050433915,0.07187988,0.1340768,-0.076664366,-0.06671881,0.21438223,-0.011204419,0.061038386,0.18482047,-0.03357056,-0.083144136,-0.23927344,-0.14978069,0.23331954,-0.12134431,-0.30222857,-0.16368823,0.12933776,-0.06876694,-0.2558732,0.0037929567,0.07324732,0.030630395,0.10933462,0.055031646,0.057831366,-0.11675825,-0.10344871,-0.21909346,0.08329463,0.017550085,-0.054555375,-0.050477292,0.06690423,-0.0026545797,-0.09268435,0.12204838,0.0682512,0.15153743,-0.004373342,-0.0393589,0.057516724,-0.0810639,-0.018719476,-0.065467075,-0.11680645,0.015094239
2,-0.04477168,0.041626368,0.09434196,-0.067018345,-0.0044651814,-0.059982035,-0.035758,0.007263776,0.048815843,0.07317963,0.29570812,0.033890776,-0.09303979,-0.013691382,-0.1049765,0.002933607,-0.07914599,0.11644667,-0.0666795,0.18778503,0.08118316,0.02261972,0.09368791,-0.018465402,-0.17034966,0.15429664,-0.2286756,-0.054021303,-0.06429915,0.040020287,-0.19507869,0.04747408,-0.08955446,0.020157298,0.08488854,0.030223748,0.26023257,0.10770001,0.22554485,-0.07350047,-0.07459636,0.21584709,-0.011432194,-0.17245562,0.06905023,0.012567533,-0.03470801,-0.08073686,-0.0726196,0.016051698,0.17596835,-0.01821691,0.07304749,0.050972566,0.18200487,0.08705586,0.18138263,-0.06334042,-0.018609434,-0.06894363,-0.025760988,-0.16899389,-0.019111004,-0.01973433,0.04686966,0.034601323,0.18894754,0.099179655,-0.015932724,-0.00041312815,-0.032490376,0.03202221,0.0015131678,-0.03837359,-0.11321278,0.044696584,0.15981233,0.14323251,-0.07518136,0.13335834,-0.04031485,-0.0056232535,0.017499479,0.07117518,-0.053717133,-0.08289597,0.21883586,-0.0010450789,0.066208355,0.19670236,-0.055114,-0.11513889,-0.26793244,-0.18783447,0.21869949,-0.13598257,-0.25872833,-0.115793146,0.13640592,-0.06885601,-0.20655538,-0.024571579,0.07701954,0.012937838,0.08643494,0.056872778,0.050333556,-0.074894756,-0.10301595,-0.2092858,0.07977752,0.038677216,-0.05225802,-0.07603794,0.0710847,0.0109874075,-0.08191855,0.116386995,0.06983147,0.14927864,0.02074333,-0.017780572,0.03771207,-0.06152978,-0.0022170166,-0.09707736,-0.11637135,0.023901053
7,-0.049488537,0.0039544585,0.095870614,-0.07912757,-0.021756632,-0.10136288,-0.047436297,0.038822606,0.03189783,0.06607879,0.311909,0.050830908,-0.09892744,0.00017312463,-0.09530466,-0.02004321,-0.07937575,0.116314024,-0.09396576,0.16216995,0.1041794,-0.0017895212,0.075804375,-0.0017476054,-0.1423293,0.12934902,-0.22951183,-0.051769868,-0.058776528,0.014720379,-0.20459649,0.023880815,-0.046296455,0.0031136966,0.09532702,0.055317987,0.24262264,0.066636294,0.21236727,-0.050593283,-0.08429386,0.2226598,-0.031636603,-0.15692452,0.05833826,-0.003963731,-0.03790061,-0.056193657,-0.022503769,0.028207203,0.16316967,0.0069904258,0.075627305,0.027462378,0.18260816,0.11318192,0.17734599,-0.07346569,-0.006168966,-0.018114751,-0.009008672,-0.15050863,-0.047495376,-0.012038138,0.05097897,0.048540797,0.20600541,0.11474927,-0.009430797,0.0024879747,-0.006412471,0.010561269,-0.0031051286,-0.086855054,-0.08175223,0.0173088,0.15179054,0.11778357,-0.026097812,0.13787195,-0.035243075,-0.049666356,0.05104114,0.12432375,-0.065166995,-0.06332038,0.20680928,-0.0109696025,0.06687563,0.176219,-0.032534365,-0.084505446,-0.23605968,-0.1496499,0.2203823,-0.120240934,-0.2862118,-0.15454496,0.1185712,-0.06896055,-0.23035865,0.006486318,0.07095455,0.019223606,0.09694436,0.061008852,0.060773082,-0.1091835,-0.093770884,-0.20832759,0.08094235,0.030451542,-0.05118537,-0.06099605,0.067142464,-0.0088664945,-0.09298384,0.11982343,0.06592362,0.14135835,-0.006900294,-0.027146991,0.04253074,-0.06764169,-0.02369609,-0.06323071,-0.10661984,0.014317866
9,-0.05052801,-0.008049137,0.112400495,-0.0757374,-0.03426469,-0.12193346,-0.06785863,0.05030174,0.03457986,0.04965435,0.31289667,0.051549066,-0.08487916,-0.0090694325,-0.098987155,-0.04010758,-0.08830292,0.113242164,-0.104981296,0.13959755,0.10457164,-0.013194107,0.07129548,0.0029963357,-0.13417831,0.13171971,-0.22337255,-0.045250382,-0.062125057,0.011736011,-0.20221838,0.020659614,-0.042992238,0.0014231334,0.11049291,0.0560794,0.22072963,0.047362767,0.200594,-0.03766532,-0.094441384,0.22226782,-0.04804076,-0.13573219,0.057740346,-0.018933296,-0.030787937,-0.04148638,-0.007256386,0.03077744,0.15733284,0.007188538,0.065377444,0.028284902,0.16972087,0.11717708,0.16910003,-0.07125487,-0.016648548,0.010870438,-0.0068726568,-0.14114124,-0.044995654,-0.015669307,0.055573154,0.050145876,0.20244025,0.112291865,0.013003535,-0.0023205094,-0.0058217007,-0.010904039,-0.0147747705,-0.113361955,-0.06763756,0.002032611,0.15896589,0.10137083,-0.006767585,0.12848893,-0.04592324,-0.06194831,0.08282826,0.14194864,-0.07337262,-0.051400483,0.18732217,-0.0061927307,0.056024447,0.16368848,-0.023964876,-0.06303506,-0.21737802,-0.12055632,0.21571419,-0.1193575,-0.2868502,-0.16416678,0.11842193,-0.0698682,-0.24699305,0.0029161605,0.06792308,0.028141957,0.09153448,0.052325934,0.055723473,-0.1270299,-0.08899093,-0.20076884,0.080645435,0.011643809,-0.04242349,-0.040699836,0.057492618,-0.010316466,-0.09975151,0.10913839,0.06435414,0.13241126,-0.021203035,-0.03898021,0.05438157,-0.069323674,-0.033017885,-0.059176177,-0.10704059,0.005235748
8,-0.056651633,-0.014455769,0.109468296,-0.08816645,-0.038961213,-0.12589474,-0.06776462,0.05407218,0.030528117,0.05077541,0.31786954,0.06190098,-0.09240971,-0.009106691,-0.09896489,-0.047439873,-0.08470291,0.11899145,-0.09844264,0.13196851,0.1007474,-0.027081195,0.07243215,0.0070592253,-0.12596151,0.1320871,-0.21638964,-0.04771173,-0.048046786,0.0042506885,-0.20555711,0.02227784,-0.042152997,-0.0050181434,0.1084087,0.06595419,0.21760161,0.049101803,0.19863929,-0.0487637,-0.08809242,0.23188774,-0.06128615,-0.13866055,0.072740994,-0.026337614,-0.039418183,-0.046648588,-0.00030099018,0.037824824,0.15850434,0.0066897194,0.067850955,0.028083557,0.17145804,0.119336545,0.16323526,-0.07423929,-0.007943908,0.013228078,-0.00418668,-0.13173528,-0.048988122,-0.009665557,0.047216326,0.058280755,0.20215985,0.11463596,0.014865954,-0.0047460115,-0.0023741894,-0.016324116,-0.00871779,-0.119940914,-0.0691672,0.009721608,0.15797032,0.107317716,0.002052387,0.13488229,-0.05311927,-0.06674268,0.087807976,0.14445652,-0.07190363,-0.062683076,0.19377854,-0.016303195,0.06442315,0.15829414,-0.026377354,-0.06561807,-0.21468286,-0.12329576,0.21388066,-0.1157701,-0.28521618,-0.16599673,0.123134635,-0.066679895,-0.2505139,0.017397754,0.058924213,0.02684622,0.104708105,0.059259623,0.05229789,-0.13689569,-0.09140318,-0.19943559,0.085576266,0.015151746,-0.04621233,-0.039828338,0.054562666,-0.015893478,-0.094677664,0.10690005,0.0709472,0.14427339,-0.019819163,-0.038325217,0.050035745,-0.07189461,-0.038591564,-0.060490355,-0.10972976,-0.0037007858
5,-0.032167133,0.041109547,0.07955982,-0.061082408,0.0057298495,-0.028594313,-0.037454784,-0.012654767,0.03948993,0.06358478,0.25661996,0.011429483,-0.100076266,-0.0063402075,-0.0936486,0.006749118,-0.070382416,0.093915194,-0.063626036,0.18345636,0.06711219,0.022760246,0.08763622,-0.013027699,-0.16923448,0.14910468,-0.21702822,-0.06523535,-0.073074624,0.034625713,-0.17892255,0.049067877,-0.08846238,0.023058187,0.08502029,0.022406662,0.248383,0.114654526,0.20163941,-0.06348203,-0.06707434,0.18596953,-0.00065309094,-0.15450768,0.05995746,0.009299366,-0.025046218,-0.0817098,-0.08030089,0.013744334,0.15983321,-0.017406275,0.0773403,0.048828527,0.1642314,0.08253577,0.17397566,-0.0545924,-0.01859573,-0.07051275,-0.026985772,-0.16153201,-0.0047591315,-0.011972061,0.03651089,0.03698719,0.17831115,0.081052005,-0.030534917,-0.002894479,-0.029002426,0.0323864,0.0076856767,-0.02219125,-0.10766294,0.054152485,0.14250112,0.13229355,-0.08583141,0.114369065,-0.026262498,0.0054402673,0.007970459,0.045694053,-0.05870074,-0.079950355,0.19738679,0.013874543,0.053115632,0.1831797,-0.05546844,-0.11000481,-0.25206488,-0.18686539,0.20138697,-0.1200295,-0.2423235,-0.08880665,0.11757729,-0.069651306,-0.16894864,-0.035967156,0.068510115,0.018930547,0.09145989,0.051904675,0.05075794,-0.059003346,-0.0929664,-0.19810465,0.06535375,0.043484792,-0.037832294,-0.08698357,0.06630117,0.01308785,-0.081441775,0.10465766,0.064998716,0.15013184,0.039645173,-0.012892078,0.027150892,-0.047045887,0.013672225,-0.0862821,-0.104503386,0.03888585
3,-0.04442868,0.02438329,0.08642143,-0.06323379,-0.005124418,-0.06414662,-0.043343365,0.013983944,0.04597249,0.05882997,0.27758646,0.025169875,-0.09657356,-0.00891524,-0.098198034,-0.0010520027,-0.07226573,0.1041234,-0.06707473,0.17913306,0.08400516,0.011988249,0.08163549,-0.011462867,-0.16068764,0.14466636,-0.21479021,-0.055599194,-0.06494224,0.025978517,-0.18189074,0.033407047,-0.07997014,0.019500272,0.08931027,0.043882042,0.24148014,0.09223666,0.21115208,-0.06554033,-0.08247596,0.20520896,-0.011951032,-0.15681873,0.0694405,0.00078286836,-0.026577719,-0.06616305,-0.05876764,0.018532397,0.15530083,-0.013089902,0.07557268,0.049427748,0.17366794,0.08624065,0.16977535,-0.05687231,-0.017431721,-0.05498804,-0.023701403,-0.15688649,-0.018680645,-0.02094097,0.04739535,0.048131123,0.18187293,0.09734849,-0.015352739,0.006328656,-0.018402474,0.013966382,-0.0016771149,-0.046476398,-0.09639735,0.037123967,0.14467144,0.124248035,-0.057344846,0.12787065,-0.037275337,-0.020967456,0.028830055,0.07998243,-0.05841491,-0.080166005,0.20160624,-0.0005156567,0.06086117,0.17341064,-0.03808228,-0.10407602,-0.24573334,-0.16803306,0.21424244,-0.12130071,-0.25862068,-0.11296024,0.11949584,-0.06472471,-0.20478706,-0.018279117,0.060469143,0.019841954,0.09241563,0.06111346,0.048537005,-0.08263905,-0.10120013,-0.20406727,0.06876255,0.032734692,-0.046286166,-0.07297585,0.070679,0.0021380475,-0.07658932,0.1059609,0.0658032,0.13634098,0.014665804,-0.015685368,0.03357916,-0.057871602,-0.00081931736,-0.08320775,-0.094655335,0.02739533
1,-0.051138096,0.010750655,0.114598185,-0.087559104,-0.03208641,-0.11714931,-0.07028533,0.052414633,0.039891455,0.054628823,0.3266515,0.055812117,-0.10309254,-0.008525225,-0.104377426,-0.030840166,-0.09174442,0.12325263,-0.105445676,0.17586948,0.109866545,-0.018659838,0.08704624,-0.0066181277,-0.15329963,0.14996178,-0.24532808,-0.057090495,-0.05865852,0.014126203,-0.22261254,0.036225896,-0.05677084,-0.0015556298,0.1185132,0.0630271,0.25249657,0.077642076,0.2132236,-0.049556535,-0.09925491,0.24416962,-0.041478008,-0.15653181,0.073071726,-0.009600246,-0.04072617,-0.057174284,-0.024179656,0.03726944,0.16813831,0.010267316,0.08197095,0.041770782,0.18948776,0.12934183,0.18609071,-0.06450337,-0.009832611,-0.018452479,-0.021554442,-0.15774477,-0.041805282,-0.019856656,0.0538446,0.065382995,0.22559632,0.11590908,-0.0050666356,-0.001712605,-0.014601884,-0.007232319,-0.0044794315,-0.1044499,-0.0813217,0.021879528,0.16509223,0.11540098,-0.023357842,0.13556513,-0.04316082,-0.059527628,0.07499264,0.1336826,-0.07268053,-0.073867984,0.21259394,-0.0010000176,0.06575234,0.17658445,-0.0390251,-0.08465443,-0.24146055,-0.14831993,0.22536811,-0.121760815,-0.3004421,-0.15556827,0.14034837,-0.08334866,-0.264516,0.004514775,0.07778042,0.030635959,0.11147816,0.060771264,0.06735954,-0.13199207,-0.11220399,-0.22647893,0.08282468,0.028199732,-0.05545066,-0.06360848,0.07522904,-0.013685103,-0.09347738,0.11425182,0.07667869,0.1579592,-0.005808007,-0.039085172,0.05590046,-0.08233562,-0.026581733,-0.071916334,-0.1069916,0.00796851
10,-0.05797895,0.0012186534,0.1144944,-0.08936777,-0.026854517,-0.1176488,-0.07035105,0.053219825,0.047334168,0.063616194,0.33639425,0.059428927,-0.095993586,-0.0064073936,-0.112270504,-0.036422677,-0.09240334,0.12116095,-0.11194281,0.16336809,0.104869366,-0.02291225,0.07806394,-0.0017878728,-0.15188187,0.14177676,-0.24254842,-0.05291704,-0.06727672,0.015028225,-0.2126779,0.0274944,-0.052744936,-0.0015988771,0.119090505,0.06456251,0.23460789,0.059678875,0.21630138,-0.047387008,-0.10730697,0.24397281,-0.057560228,-0.16122948,0.071880214,-0.021229701,-0.034213874,-0.04195202,-0.018039813,0.04549351,0.16681461,0.017823467,0.07786979,0.02415945,0.18271138,0.12969069,0.18905185,-0.065367736,-0.0056585465,0.004957684,-0.021363953,-0.14724967,-0.05297354,-0.014973901,0.061467588,0.063007884,0.22326866,0.11936651,0.002385155,0.0055322456,-0.012920321,-0.0040227682,0.0009844444,-0.11547474,-0.07325964,0.0037343742,0.17663775,0.12404331,-0.0137929125,0.14212796,-0.046315555,-0.06784538,0.07593063,0.14611518,-0.079306796,-0.06817238,0.21302862,-0.007909421,0.061830655,0.17555332,-0.025988407,-0.082273796,-0.23995554,-0.14827499,0.22397065,-0.13242683,-0.30659363,-0.1761327,0.12971963,-0.08094735,-0.26921064,0.0004230354,0.06315161,0.033277962,0.108694375,0.059954606,0.05487885,-0.13789147,-0.101248845,-0.2153062,0.08418085,0.02056583,-0.050942045,-0.05140701,0.05792752,-0.01576549,-0.10777851,0.11678851,0.073467225,0.15642865,-0.015451353,-0.042388875,0.06269861,-0.07649914,-0.032106876,-0.055720128,-0.11126917,0.0035311568
4,-0.03637943,0.04143526,0.07348458,-0.06371111,-0.0023656797,-0.04599999,-0.037823934,0.0023166705,0.041515607,0.06913141,0.27907172,0.026199365,-0.1043718,0.00068655284,-0.08529226,0.011866355,-0.081451476,0.10919802,-0.07370445,0.19307776,0.07857574,0.022756822,0.08760444,-0.003309138,-0.16866499,0.15322658,-0.2223287,-0.06361102,-0.06995642,0.041993286,-0.19594282,0.038069468,-0.071198,0.0141707985,0.0779854,0.027372718,0.25660384,0.106591664,0.21508965,-0.0698094,-0.08631876,0.20775804,-0.0029069483,-0.16740137,0.054555245,0.005216618,-0.040180203,-0.07474695,-0.06624068,0.014241267,0.17567515,-0.021560276,0.08491541,0.04981468,0.17002031,0.10056889,0.18430094,-0.0649232,-0.020230822,-0.06503094,-0.036215898,-0.16005638,-0.027103579,-0.023774743,0.042375784,0.04407784,0.19353056,0.0916862,-0.027551103,0.0025455598,-0.024027636,0.03696757,0.0056026424,-0.033042584,-0.11212726,0.054562908,0.1455309,0.14276108,-0.07747556,0.12847857,-0.02954837,-0.010897297,0.013347856,0.0619421,-0.0667561,-0.09093059,0.2088017,0.0041144043,0.059143674,0.18778391,-0.04973784,-0.11013725,-0.26048642,-0.18963788,0.22029807,-0.12996478,-0.2613234,-0.102834865,0.1333567,-0.07947387,-0.19275367,-0.03146233,0.07216153,0.014732198,0.08867611,0.05889952,0.066097446,-0.0647702,-0.108627476,-0.2104726,0.084471054,0.04236163,-0.05158726,-0.07585461,0.07908629,0.0024349024,-0.09135504,0.11067622,0.073863424,0.15572728,0.028746426,-0.021912886,0.03584505,-0.05789624,0.006931751,-0.0944565,-0.11306127,0.0253843
