Node,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127,Dimension_128
11,0.027438365,-0.0981051,0.122153446,-0.015825829,-0.034361295,-0.20898306,-0.019835113,0.094547726,-0.02890839,-0.020583663,0.23665316,-0.12671769,-0.0038216603,-0.08122997,-0.0101424,-0.1921656,-0.06317677,0.09294041,-0.13743897,-0.07730268,0.14921175,0.06810829,0.07240803,0.10236695,-0.0426585,0.07800674,-0.057076577,0.061937604,0.071073875,-0.067333125,-0.30444923,0.0436651,-0.013340313,-0.0423695,-0.0115450295,0.071824305,0.23166229,0.15119177,0.2228471,-0.06099772,-0.023785328,0.115876965,-0.09406588,0.0029875431,0.09901481,0.031686597,-0.026332576,-0.0872887,0.11410989,0.12349596,-0.020448145,0.055598278,0.10446841,0.06747593,0.17257501,0.0778568,0.12430015,-0.13734846,-0.09713354,0.047719866,0.15262724,-0.08253953,0.056991022,-0.008049396,0.10342827,-0.055600382,0.09058825,0.052523535,0.08397752,-0.048139066,0.11980323,0.04092636,-0.13635264,-0.091175005,-0.04056395,-0.04200135,0.066887856,0.10030022,0.07055833,0.24178323,-0.04234592,-0.09331064,0.11961139,0.17853166,-0.010259867,0.09022724,0.19776629,-0.09065353,0.108952284,0.11204428,-0.013081374,-0.0131338285,-0.10010529,0.041838005,0.17720993,0.016300987,-0.3528019,-0.271039,-0.04217492,-0.0029734622,-0.24671206,0.057316594,0.048542246,0.09612783,0.06703637,-0.038543098,0.030488575,-0.2436159,-0.046597704,-0.08038536,0.044561703,-0.06556538,0.03953302,0.088941045,-0.058870144,-0.014470454,-0.082097165,0.19413185,0.04818755,0.1499896,-0.036837794,-0.03367797,0.011016463,0.007886737,0.01313467,-0.10195357,-0.09640267,0.09702558
21,0.02742179,-0.08968939,0.12686504,-0.027079077,-0.025330007,-0.20684111,-0.024616059,0.08968396,-0.015664587,-0.012067196,0.23690979,-0.117425136,0.008069503,-0.094719954,-0.015006666,-0.18937287,-0.06771243,0.09539542,-0.12797053,-0.064081684,0.14211819,0.061627947,0.073378414,0.0926481,-0.049886916,0.08625255,-0.0606186,0.061671354,0.086079225,-0.058883417,-0.29664382,0.05461036,-0.031817943,-0.034064766,-0.009705872,0.06944254,0.2263418,0.15975738,0.2272487,-0.057315644,-0.010728441,0.117386915,-0.08720879,-0.0011670284,0.10339294,0.036514685,-0.020723246,-0.09914198,0.10214814,0.11436265,-0.007785407,0.05102337,0.10219396,0.06813848,0.1646634,0.079880975,0.123342805,-0.12854007,-0.09195465,0.030953383,0.15171026,-0.08688624,0.06085606,-0.00028371593,0.1075966,-0.06331603,0.094301745,0.047503453,0.090288594,-0.050015744,0.10356943,0.03528572,-0.13366273,-0.081342705,-0.047471747,-0.045689136,0.06814531,0.10706032,0.06940933,0.25067523,-0.04863674,-0.09272075,0.111953475,0.16844244,0.002083566,0.08969627,0.19530036,-0.08508125,0.1140293,0.11434293,-0.021331845,-0.019476084,-0.10896194,0.03708187,0.1607579,0.0025656847,-0.33578897,-0.26701745,-0.03376844,-0.0062792534,-0.24493933,0.055489972,0.04633973,0.08708358,0.05819514,-0.035828236,0.02369649,-0.25245768,-0.044203628,-0.072514996,0.046488643,-0.05707772,0.040807165,0.080283865,-0.060588136,-0.018000644,-0.086244866,0.18784578,0.05376992,0.14830008,-0.041168485,-0.032860167,0.006764691,0.013602048,0.001023342,-0.10764769,-0.09806506,0.085318014
9,0.026424093,-0.09822454,0.10986077,-0.025144197,-0.021821493,-0.20138933,-0.017543305,0.08901396,-0.02768221,-0.010055394,0.23164737,-0.11775452,-0.0038228408,-0.080713354,-0.0029967304,-0.17975004,-0.057281025,0.08764876,-0.13198102,-0.05740691,0.1462192,0.062646896,0.062506974,0.096438654,-0.04550244,0.071663804,-0.06427266,0.052914042,0.07857224,-0.068577714,-0.29349118,0.041123398,-0.015184952,-0.035811502,-0.011627894,0.07896905,0.22984041,0.14813119,0.22234237,-0.050870508,-0.0090481425,0.10964394,-0.074077554,-0.0007502367,0.089634925,0.037137914,-0.021308562,-0.09489136,0.11250885,0.10988843,-0.009069402,0.057804946,0.11019542,0.057441987,0.16971146,0.08360279,0.12359903,-0.13057822,-0.083574966,0.035473865,0.15349302,-0.08634912,0.05065875,0.004491702,0.10360078,-0.05575884,0.10162605,0.05390053,0.07395333,-0.044668503,0.11727706,0.036551345,-0.13031897,-0.080718145,-0.03912805,-0.045284297,0.056663636,0.09419197,0.07455883,0.24848177,-0.032648575,-0.099177614,0.104884885,0.17538938,-0.0019400035,0.09248137,0.19157311,-0.082391374,0.11309165,0.1069864,-0.011779108,-0.016199991,-0.1023788,0.03740913,0.16659072,0.012968477,-0.34409627,-0.2655532,-0.045478992,-0.0073624444,-0.23040031,0.06242763,0.04717097,0.08672677,0.06658601,-0.029178176,0.035547458,-0.2439037,-0.038154434,-0.07843786,0.043811306,-0.046216197,0.040876262,0.06981116,-0.051633716,-0.023487974,-0.08670505,0.18951653,0.048112273,0.14267679,-0.03898012,-0.024655404,0.0012204535,0.013912711,0.005715702,-0.09179113,-0.08412073,0.09346899
5,0.028276142,-0.10313526,0.1293378,-0.021899262,-0.030881627,-0.21366958,-0.034930456,0.08540445,-0.030207485,-0.021800369,0.24188969,-0.12623854,0.0026281555,-0.09322642,-0.007330959,-0.20093721,-0.0736505,0.09577929,-0.13537925,-0.07102438,0.14651775,0.065085456,0.06687714,0.10559652,-0.051973525,0.09026196,-0.06574528,0.058597032,0.07193835,-0.060004488,-0.30409694,0.044778682,-0.024991741,-0.030076686,-0.00017853765,0.063908435,0.22496709,0.14938423,0.22616044,-0.04666229,-0.014052634,0.11553672,-0.08498066,0.0166186,0.090840384,0.028040951,-0.016048724,-0.0964617,0.11325007,0.10448883,-0.0005827845,0.03949234,0.10404876,0.07081149,0.16346753,0.08550578,0.11974694,-0.1410635,-0.10409629,0.049174298,0.16372475,-0.091046,0.06395012,-0.0007071973,0.105479,-0.06703849,0.094633795,0.049927104,0.10057803,-0.05835845,0.11159884,0.022571515,-0.14608239,-0.096063845,-0.047761753,-0.046159063,0.06643862,0.09386267,0.07411152,0.24952112,-0.049004134,-0.09639017,0.12862265,0.17857073,-0.009391769,0.095391326,0.18581781,-0.07801459,0.10988333,0.112858474,-0.014967641,-0.0052792854,-0.110248595,0.051065475,0.17711793,0.0018821334,-0.3513786,-0.26863647,-0.038736362,-0.009705954,-0.24356776,0.04635035,0.05229954,0.08939788,0.052070998,-0.034952395,0.033232942,-0.25465754,-0.039252125,-0.08056839,0.05167273,-0.0663746,0.05310879,0.08501877,-0.06068128,-0.017219426,-0.09814868,0.18781899,0.052549925,0.14307122,-0.047732044,-0.031857923,0.004841866,0.020275721,-0.0018855582,-0.11211928,-0.1018572,0.09008351
16,0.022480031,-0.11432797,0.1249843,-0.030365339,-0.036392596,-0.22319333,-0.027087195,0.09063303,-0.039140534,-0.022858793,0.2563994,-0.12800907,-0.007640134,-0.09548454,1.7834598e-05,-0.21322604,-0.06644963,0.10253795,-0.13290696,-0.081135206,0.14664657,0.06272904,0.06754793,0.116743244,-0.045422085,0.092021175,-0.056890186,0.0565884,0.08952329,-0.07581308,-0.32490066,0.04619951,-0.02345289,-0.042145744,-0.008710631,0.08432446,0.2429295,0.16588515,0.23823999,-0.06930738,-0.0074722357,0.12725937,-0.09600325,0.013408846,0.115273416,0.025599426,-0.029959723,-0.1098697,0.1290589,0.12205291,-0.0033184146,0.04690103,0.1184881,0.07363044,0.17843708,0.0875648,0.121142544,-0.15005822,-0.09867928,0.047867194,0.17320102,-0.08757904,0.06304159,0.0040039886,0.101258576,-0.058303323,0.096761204,0.054589912,0.098678805,-0.060531598,0.13032962,0.024336606,-0.14798935,-0.09800627,-0.05020607,-0.034096412,0.06407494,0.10567116,0.08645575,0.27282193,-0.052408136,-0.104741864,0.13374738,0.18990242,-0.009500061,0.087122455,0.20736898,-0.09542942,0.1267978,0.11042615,-0.018423272,-0.011028779,-0.11172833,0.04750029,0.18805763,0.016371096,-0.37233695,-0.28064263,-0.041167352,-0.0061725024,-0.25485572,0.06585384,0.045658134,0.09735467,0.07548153,-0.027428713,0.036937185,-0.2725864,-0.046890613,-0.08442656,0.06029497,-0.058565695,0.05013826,0.088107094,-0.064205125,-0.026123349,-0.09397061,0.19702612,0.058827773,0.16669211,-0.04000311,-0.02734505,-0.0014707003,0.016793847,0.002865536,-0.120102614,-0.10262229,0.09381188
10,0.031872693,-0.09117148,0.113120295,-0.027753413,-0.021259634,-0.17607762,-0.02902382,0.072971374,-0.022441573,-0.017145408,0.2089055,-0.11635194,-0.00391485,-0.07725699,-0.012804213,-0.1756253,-0.059232675,0.074139856,-0.12355644,-0.06439846,0.12712573,0.050329752,0.06500929,0.08984567,-0.044602674,0.078175776,-0.058755282,0.04473564,0.068134084,-0.060027722,-0.26757434,0.049697224,-0.021592315,-0.029200127,-0.0020721152,0.06091325,0.20751831,0.14362876,0.19581848,-0.04512626,-0.0072226697,0.0969093,-0.0795061,0.0056564133,0.0870437,0.021535607,-0.013559843,-0.090542644,0.09448018,0.10306637,-0.009237544,0.046957597,0.092704795,0.057687532,0.14617527,0.07541083,0.1177731,-0.12054641,-0.08390967,0.037592087,0.14055263,-0.07907041,0.05801009,0.0048627076,0.09007186,-0.050842363,0.09076986,0.039035194,0.07289659,-0.04808235,0.10051195,0.030185929,-0.117486775,-0.07636038,-0.03810899,-0.037080847,0.06158774,0.089763895,0.060976,0.21523823,-0.03925021,-0.082106106,0.10448274,0.1463406,-0.0098304665,0.08612049,0.16790359,-0.06882951,0.09393097,0.10513398,-0.01972944,-0.009969973,-0.09405861,0.03044981,0.14600292,0.008582873,-0.3107992,-0.23744804,-0.040600784,-0.0049017407,-0.20658109,0.048895456,0.038057983,0.08264014,0.06601608,-0.034733288,0.021654537,-0.22581334,-0.032150492,-0.066333935,0.03664288,-0.04939048,0.04570696,0.06559901,-0.055427738,-0.012650547,-0.086956285,0.16893145,0.047106188,0.14016715,-0.026668195,-0.032096904,0.0017051818,0.017366286,0.008182551,-0.08503392,-0.09121715,0.088976696
13,0.027107699,-0.099573694,0.11743126,-0.020723939,-0.021974603,-0.19796214,-0.030694567,0.088164926,-0.015848098,-0.022605225,0.22257482,-0.1276278,-0.005213896,-0.08431155,-0.014177937,-0.18248895,-0.060524184,0.08636348,-0.12252056,-0.056453675,0.14343998,0.055132996,0.06613918,0.09370933,-0.053494036,0.08383679,-0.058494523,0.0528859,0.07272971,-0.064520076,-0.28054535,0.043139182,-0.029666213,-0.026195947,-0.0028826369,0.07557152,0.21936454,0.14830668,0.21912012,-0.055330418,-0.02143724,0.11305067,-0.07924525,0.0028034204,0.10109652,0.023311626,-0.012275862,-0.088513695,0.10067712,0.108505085,-0.016663192,0.042847432,0.10312789,0.072656944,0.16453247,0.07406671,0.11665153,-0.124336295,-0.093952455,0.0337936,0.14695214,-0.08515311,0.06285267,-0.0050703473,0.10371222,-0.047660254,0.088858075,0.04849323,0.08482842,-0.041668568,0.11083424,0.023430722,-0.13230886,-0.08131168,-0.040766317,-0.042680174,0.061001386,0.093870126,0.06835711,0.23939234,-0.046758853,-0.09481061,0.11475118,0.162449,-0.005539051,0.08045049,0.18543771,-0.07974541,0.10596331,0.10431887,-0.007825382,-0.019274397,-0.10648705,0.03659259,0.17026496,0.00805358,-0.33683977,-0.25367448,-0.04172408,-0.0017156196,-0.23616283,0.052469812,0.033647787,0.087424666,0.06547441,-0.025941473,0.0206607,-0.24264471,-0.045649584,-0.07886473,0.036343765,-0.058705546,0.04394819,0.07342844,-0.052157883,-0.0181803,-0.080427155,0.1778473,0.051317357,0.1370861,-0.038709868,-0.027413338,0.0012731401,0.014866466,0.010338225,-0.098273315,-0.080583006,0.094514474
14,0.030815093,-0.09703086,0.12729466,-0.029971384,-0.030438926,-0.21799904,-0.032311544,0.099643424,-0.023943428,-0.022584947,0.23834607,-0.12329142,-0.00013394968,-0.09468609,-0.004647556,-0.19814338,-0.06605675,0.09420303,-0.13877982,-0.058756433,0.15005487,0.05430261,0.07117546,0.09730248,-0.04935304,0.08667573,-0.06673532,0.053770714,0.09091268,-0.07210799,-0.31338775,0.05713957,-0.024692649,-0.041958626,-0.0007229756,0.084620655,0.23951691,0.16794764,0.22419125,-0.053330053,-0.0123374835,0.121312246,-0.08370355,0.00840842,0.10767105,0.03612885,-0.024983194,-0.10367266,0.11626956,0.12316118,-0.012426501,0.062211797,0.11672222,0.07151378,0.17330198,0.09374387,0.12610982,-0.12655914,-0.09049332,0.03324482,0.1540175,-0.08938109,0.06294364,0.0009136207,0.10693544,-0.05167554,0.108621955,0.048474576,0.0843435,-0.05226096,0.115542874,0.026200617,-0.13856484,-0.08991709,-0.039530966,-0.041821603,0.062040377,0.09597013,0.07995496,0.25543278,-0.041218735,-0.10642283,0.12566113,0.18057479,-0.0014453736,0.09141945,0.1978692,-0.0798094,0.11718612,0.10664263,-0.021337308,-0.013985315,-0.10313292,0.04645623,0.16555752,0.020003477,-0.35454035,-0.2703195,-0.0354289,-0.01460441,-0.25506973,0.064299874,0.051387638,0.096835576,0.075103186,-0.033373587,0.03804809,-0.26853752,-0.0507203,-0.08278704,0.04569138,-0.049603526,0.042557485,0.07498319,-0.054284167,-0.028626213,-0.08596961,0.18797779,0.05637919,0.16080406,-0.036769763,-0.033895217,0.0067980057,0.006939036,0.005987182,-0.10407865,-0.0865638,0.09294134
18,0.02275608,-0.09203017,0.11801019,-0.027359815,-0.019933889,-0.198538,-0.028246995,0.089080885,-0.012625119,-0.010273687,0.23340608,-0.119238354,0.0018856003,-0.087540515,-0.0146268215,-0.18685523,-0.066155136,0.089191966,-0.13690642,-0.058358513,0.1377883,0.054072134,0.066441916,0.09725511,-0.054856,0.081395164,-0.062659286,0.054961942,0.073342234,-0.063583255,-0.29299647,0.04623979,-0.027664663,-0.03877573,-0.0020339468,0.079180755,0.21666759,0.15150493,0.22364606,-0.053870045,-0.024967114,0.117117465,-0.09359689,-0.0036330735,0.10333062,0.029875772,-0.016925417,-0.08695397,0.10422907,0.124031335,-0.012426997,0.06337407,0.11240858,0.056938685,0.16160038,0.08842006,0.12728778,-0.11959174,-0.085092634,0.043646112,0.1406114,-0.07837386,0.054830927,0.004172438,0.10980782,-0.051173832,0.101897724,0.04874958,0.082873195,-0.0414709,0.108184375,0.034719836,-0.124749966,-0.08721996,-0.03844029,-0.050048403,0.07014294,0.10859814,0.07371827,0.2510283,-0.038760338,-0.101652995,0.113659345,0.17643973,-0.0077140317,0.08405028,0.19534597,-0.08267533,0.10865915,0.10341792,-0.008811472,-0.021211822,-0.10470294,0.03336291,0.16216654,0.0036170643,-0.34644568,-0.27172437,-0.03949968,-0.015884953,-0.24757935,0.05020477,0.0361524,0.09795878,0.06878202,-0.03244368,0.0261232,-0.25538176,-0.043472342,-0.07516265,0.04334557,-0.055553537,0.041914582,0.07944351,-0.06545361,-0.026390666,-0.092046514,0.1845215,0.05401388,0.1567657,-0.038193163,-0.03219596,0.013210489,0.014651014,0.0062018423,-0.09290862,-0.088459864,0.08585867
8,0.033694178,-0.09332375,0.11528732,-0.025882833,-0.028326211,-0.19843753,-0.029368596,0.083266556,-0.022749448,-0.017833456,0.23276828,-0.12484403,-0.003068306,-0.08324221,-0.00026009596,-0.18526536,-0.07363486,0.09234075,-0.1328017,-0.061468184,0.14104225,0.06456097,0.06809747,0.105727956,-0.052413158,0.0913008,-0.06000646,0.050899588,0.07901365,-0.055145755,-0.30246094,0.047433775,-0.019502798,-0.036333233,-0.011565404,0.06680376,0.23234354,0.16211344,0.2243966,-0.058343273,-0.019277152,0.11551631,-0.07871465,0.0039745923,0.09388153,0.026605815,-0.026009066,-0.100206114,0.10859367,0.109092765,-0.000254833,0.041669037,0.10932885,0.07087634,0.16029593,0.08998141,0.12826215,-0.13523898,-0.09847632,0.033558335,0.14673886,-0.087139666,0.05536484,-0.0060624094,0.10339422,-0.055472437,0.09800032,0.043030325,0.084495224,-0.05192569,0.11215231,0.036566768,-0.13596085,-0.07846595,-0.050514393,-0.034648433,0.06136652,0.1069734,0.06772041,0.24891423,-0.044557538,-0.09532539,0.11385023,0.1621258,-0.012159031,0.08224453,0.19041033,-0.08113512,0.109789245,0.11373303,-0.02054865,-0.012565315,-0.1109189,0.034101877,0.17223848,0.005822016,-0.34565324,-0.25717363,-0.03415307,-0.013366735,-0.23666501,0.049767807,0.045572434,0.08703037,0.059849706,-0.03142197,0.037161794,-0.24528071,-0.05134336,-0.07812299,0.05499928,-0.054142043,0.042674664,0.08138569,-0.05221389,-0.021064559,-0.0981266,0.18534298,0.057997897,0.15564343,-0.03336313,-0.036374908,0.0033300428,0.015995104,0.008950375,-0.11195796,-0.101200566,0.08950864
